order_date,Anzahl,Stadt,Bundesland
2015-01-17T00:00:00Z,5,Braunschweig,Lower Saxony
2015-01-17T00:00:00Z,1,Karlsruhe,Baden-Württemberg
2015-01-18T00:00:00Z,1,Bielefeld,North Rhine-Westphalia
2015-01-18T00:00:00Z,2,Bielefeld,North Rhine-Westphalia
2015-01-18T00:00:00Z,1,Bielefeld,North Rhine-Westphalia
2015-01-18T00:00:00Z,1,Bielefeld,North Rhine-Westphalia
2015-01-18T00:00:00Z,1,Bielefeld,North Rhine-Westphalia
2015-01-18T00:00:00Z,1,Bielefeld,North Rhine-Westphalia
2015-01-18T00:00:00Z,1,Bielefeld,North Rhine-Westphalia
2015-01-20T00:00:00Z,2,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,3,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Stuttgart,Baden-Württemberg
2015-01-20T00:00:00Z,1,Düsseldorf,North Rhine-Westphalia
2015-01-20T00:00:00Z,1,Düsseldorf,North Rhine-Westphalia
2015-01-24T00:00:00Z,1,Duisburg,North Rhine-Westphalia
2015-01-24T00:00:00Z,1,Duisburg,North Rhine-Westphalia
2015-01-24T00:00:00Z,1,Duisburg,North Rhine-Westphalia
2015-01-25T00:00:00Z,1,Marienberg,Bavaria
2015-01-25T00:00:00Z,1,Marienberg,Bavaria
2015-01-25T00:00:00Z,3,Marienberg,Bavaria
2015-01-25T00:00:00Z,1,Marienberg,Bavaria
2015-01-25T00:00:00Z,1,Marienberg,Bavaria
2015-01-25T00:00:00Z,2,Marienberg,Bavaria
2015-01-25T00:00:00Z,1,Marienberg,Bavaria
2015-01-25T00:00:00Z,1,Marienberg,Bavaria
2015-01-25T00:00:00Z,1,Marienberg,Bavaria
2015-01-25T00:00:00Z,1,Marienberg,Bavaria
2015-01-25T00:00:00Z,1,Marienberg,Bavaria
2015-01-25T00:00:00Z,2,Marienberg,Bavaria
2015-01-25T00:00:00Z,4,Essen,North Rhine-Westphalia
2015-01-25T00:00:00Z,1,Essen,North Rhine-Westphalia
2015-01-25T00:00:00Z,1,Essen,North Rhine-Westphalia
2015-01-25T00:00:00Z,1,Essen,North Rhine-Westphalia
2015-01-25T00:00:00Z,1,Essen,North Rhine-Westphalia
2015-01-25T00:00:00Z,1,Essen,North Rhine-Westphalia
2015-01-25T00:00:00Z,1,Essen,North Rhine-Westphalia
2015-01-25T00:00:00Z,2,Essen,North Rhine-Westphalia
2015-01-26T00:00:00Z,1,Frankfurt,Hesse
2015-01-28T00:00:00Z,1,Dortmund,North Rhine-Westphalia
2015-01-28T00:00:00Z,1,Dortmund,North Rhine-Westphalia
2015-01-28T00:00:00Z,2,Hamburg,Hamburg
2015-01-28T00:00:00Z,1,Hamburg,Hamburg
2015-01-28T00:00:00Z,1,Bremen,Bremen
2015-01-28T00:00:00Z,1,Bremen,Bremen
2015-01-28T00:00:00Z,1,Bremen,Bremen
2015-01-28T00:00:00Z,1,Bremen,Bremen
2015-01-28T00:00:00Z,1,Bremen,Bremen
2015-01-28T00:00:00Z,1,Bremen,Bremen
2015-01-28T00:00:00Z,1,Bremen,Bremen
2015-01-28T00:00:00Z,1,Bremen,Bremen
2015-01-28T00:00:00Z,1,Bremen,Bremen
2015-02-01T00:00:00Z,1,Mannheim,Baden-Württemberg
2015-02-01T00:00:00Z,4,Mannheim,Baden-Württemberg
2015-02-01T00:00:00Z,1,Mannheim,Baden-Württemberg
2015-02-01T00:00:00Z,1,Mannheim,Baden-Württemberg
2015-02-01T00:00:00Z,1,Mannheim,Baden-Württemberg
2015-02-01T00:00:00Z,2,Wiesbaden,Hesse
2015-02-01T00:00:00Z,1,Wiesbaden,Hesse
2015-02-01T00:00:00Z,1,Wiesbaden,Hesse
2015-02-01T00:00:00Z,1,Wiesbaden,Hesse
2015-02-01T00:00:00Z,3,Wiesbaden,Hesse
2015-02-01T00:00:00Z,1,Wiesbaden,Hesse
2015-02-01T00:00:00Z,2,Wiesbaden,Hesse
2015-02-01T00:00:00Z,1,Wiesbaden,Hesse
2015-02-01T00:00:00Z,1,Wiesbaden,Hesse
2015-02-01T00:00:00Z,2,Wiesbaden,Hesse
2015-02-04T00:00:00Z,1,Dortmund,North Rhine-Westphalia
2015-02-04T00:00:00Z,1,Dortmund,North Rhine-Westphalia
2015-02-04T00:00:00Z,1,Dortmund,North Rhine-Westphalia
2015-02-04T00:00:00Z,1,Dortmund,North Rhine-Westphalia
2015-02-04T00:00:00Z,1,Dortmund,North Rhine-Westphalia
2015-02-07T00:00:00Z,1,Augsburg,Bavaria
2015-02-07T00:00:00Z,7,Augsburg,Bavaria
2015-02-07T00:00:00Z,3,Augsburg,Bavaria
2015-02-07T00:00:00Z,1,Augsburg,Bavaria
2015-02-07T00:00:00Z,1,Augsburg,Bavaria
2015-02-07T00:00:00Z,1,Augsburg,Bavaria
2015-02-07T00:00:00Z,2,Augsburg,Bavaria
2015-02-07T00:00:00Z,1,Augsburg,Bavaria
2015-02-07T00:00:00Z,1,Augsburg,Bavaria
2015-02-07T00:00:00Z,1,Augsburg,Bavaria
2015-02-07T00:00:00Z,1,Augsburg,Bavaria
2015-02-07T00:00:00Z,1,Duisburg,North Rhine-Westphalia
2015-02-07T00:00:00Z,1,Duisburg,North Rhine-Westphalia
2015-02-07T00:00:00Z,1,Duisburg,North Rhine-Westphalia
2015-02-09T00:00:00Z,1,Munich,Bavaria
2015-02-10T00:00:00Z,1,Bremen,Bremen
2015-02-10T00:00:00Z,1,Bremen,Bremen
2015-02-10T00:00:00Z,1,Bremen,Bremen
2015-02-10T00:00:00Z,2,Bremen,Bremen
2015-02-10T00:00:00Z,1,Bremen,Bremen
2015-02-10T00:00:00Z,1,Bremen,Bremen
2015-02-10T00:00:00Z,3,Bremen,Bremen
2015-02-10T00:00:00Z,1,Bremen,Bremen
2015-02-10T00:00:00Z,1,Bremen,Bremen
2015-02-10T00:00:00Z,1,Bremen,Bremen
2015-02-10T00:00:00Z,1,Bremen,Bremen
2015-02-10T00:00:00Z,2,Bremen,Bremen
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-10T00:00:00Z,2,Hamburg,Hamburg
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-10T00:00:00Z,2,Hamburg,Hamburg
2015-02-10T00:00:00Z,1,Hamburg,Hamburg
2015-02-11T00:00:00Z,1,Hamburg,Hamburg
2015-02-11T00:00:00Z,1,Hamburg,Hamburg
2015-02-11T00:00:00Z,1,Hamburg,Hamburg
2015-02-11T00:00:00Z,1,Hamburg,Hamburg
2015-02-11T00:00:00Z,1,Hamburg,Hamburg
2015-02-14T00:00:00Z,3,Augsburg,Bavaria
2015-02-14T00:00:00Z,1,Augsburg,Bavaria
2015-02-15T00:00:00Z,1,Hamburg,Hamburg
2015-02-15T00:00:00Z,1,Hamburg,Hamburg
2015-02-15T00:00:00Z,1,Hamburg,Hamburg
2015-02-15T00:00:00Z,1,Hamburg,Hamburg
2015-02-15T00:00:00Z,2,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,2,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,6,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,3,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,3,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,2,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-15T00:00:00Z,2,Dortmund,North Rhine-Westphalia
2015-02-15T00:00:00Z,1,Dortmund,North Rhine-Westphalia
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,2,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,3,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-16T00:00:00Z,1,Bremen,Bremen
2015-02-17T00:00:00Z,2,Karlsruhe,Baden-Württemberg
2015-02-17T00:00:00Z,1,Karlsruhe,Baden-Württemberg
2015-02-17T00:00:00Z,1,Karlsruhe,Baden-Württemberg
2015-02-17T00:00:00Z,1,Karlsruhe,Baden-Württemberg
2015-02-17T00:00:00Z,1,Karlsruhe,Baden-Württemberg
2015-02-17T00:00:00Z,1,Karlsruhe,Baden-Württemberg
2015-02-17T00:00:00Z,3,Karlsruhe,Baden-Württemberg
2015-02-17T00:00:00Z,1,Karlsruhe,Baden-Württemberg
2015-02-17T00:00:00Z,1,Karlsruhe,Baden-Württemberg
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,3,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,2,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,2,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-02-18T00:00:00Z,2,Dortmund,North Rhine-Westphalia
2015-02-21T00:00:00Z,1,Frankfurt,Hesse
2015-02-21T00:00:00Z,1,Frankfurt,Hesse
2015-02-21T00:00:00Z,1,Frankfurt,Hesse
2015-02-21T00:00:00Z,2,Frankfurt,Hesse
2015-02-21T00:00:00Z,1,Frankfurt,Hesse
2015-02-21T00:00:00Z,1,Frankfurt,Hesse
2015-02-21T00:00:00Z,2,Frankfurt,Hesse
2015-02-22T00:00:00Z,3,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,3,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Bremen,Bremen
2015-02-22T00:00:00Z,1,Duisburg,North Rhine-Westphalia
2015-02-22T00:00:00Z,1,Marienberg,Bavaria
2015-02-22T00:00:00Z,2,Marienberg,Bavaria
2015-02-22T00:00:00Z,1,Marienberg,Bavaria
2015-02-22T00:00:00Z,3,Marienberg,Bavaria
2015-02-22T00:00:00Z,1,Marienberg,Bavaria
2015-02-22T00:00:00Z,1,Marienberg,Bavaria
2015-02-22T00:00:00Z,4,Marienberg,Bavaria
2015-02-22T00:00:00Z,1,Marienberg,Bavaria
2015-02-22T00:00:00Z,1,Marienberg,Bavaria
2015-02-22T00:00:00Z,1,Marienberg,Bavaria
2015-02-22T00:00:00Z,3,Marienberg,Bavaria
2015-02-22T00:00:00Z,1,Marienberg,Bavaria
2015-02-22T00:00:00Z,2,Marienberg,Bavaria
2015-02-22T00:00:00Z,1,Marienberg,Bavaria
2015-02-22T00:00:00Z,1,Marienberg,Bavaria
2015-02-22T00:00:00Z,1,Marienberg,Bavaria
2015-02-22T00:00:00Z,1,Marienberg,Bavaria
2015-02-22T00:00:00Z,1,Marienberg,Bavaria
2015-02-22T00:00:00Z,1,Marienberg,Bavaria
2015-02-22T00:00:00Z,1,Marienberg,Bavaria
2015-02-28T00:00:00Z,1,Münster,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Münster,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Münster,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Münster,North Rhine-Westphalia
2015-02-28T00:00:00Z,6,Münster,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Münster,North Rhine-Westphalia
2015-02-28T00:00:00Z,7,Münster,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Münster,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Münster,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Münster,North Rhine-Westphalia
2015-02-28T00:00:00Z,2,Münster,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Münster,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Münster,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Wuppertal,North Rhine-Westphalia
2015-02-28T00:00:00Z,3,Hamburg,Hamburg
2015-02-28T00:00:00Z,1,Hamburg,Hamburg
2015-02-28T00:00:00Z,1,Hamburg,Hamburg
2015-02-28T00:00:00Z,1,Hamburg,Hamburg
2015-02-28T00:00:00Z,1,Hamburg,Hamburg
2015-02-28T00:00:00Z,1,Hamburg,Hamburg
2015-02-28T00:00:00Z,1,Dortmund,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Dortmund,North Rhine-Westphalia
2015-02-28T00:00:00Z,1,Dortmund,North Rhine-Westphalia
2015-02-28T00:00:00Z,2,Dortmund,North Rhine-Westphalia
2015-03-03T00:00:00Z,1,Bremen,Bremen
2015-03-03T00:00:00Z,5,Bremen,Bremen
2015-03-03T00:00:00Z,1,Bremen,Bremen
2015-03-03T00:00:00Z,1,Bremen,Bremen
2015-03-03T00:00:00Z,1,Bremen,Bremen
2015-03-03T00:00:00Z,1,Bremen,Bremen
2015-03-03T00:00:00Z,1,Bremen,Bremen
2015-03-03T00:00:00Z,1,Bremen,Bremen
2015-03-03T00:00:00Z,1,Bremen,Bremen
2015-03-03T00:00:00Z,1,Bremen,Bremen
2015-03-03T00:00:00Z,1,Bremen,Bremen
2015-03-03T00:00:00Z,1,Bremen,Bremen
2015-03-03T00:00:00Z,3,Bremen,Bremen
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,1,Rostock,Mecklenburg-Western Pomerania
2015-03-03T00:00:00Z,4,Rostock,Mecklenburg-Western Pomerania
2015-03-08T00:00:00Z,1,Hannover,Lower Saxony
2015-03-09T00:00:00Z,1,Bremen,Bremen
2015-03-09T00:00:00Z,1,Bremen,Bremen
2015-03-10T00:00:00Z,3,Bremen,Bremen
2015-03-10T00:00:00Z,1,Bremen,Bremen
2015-03-10T00:00:00Z,1,Marienberg,Bavaria
2015-03-10T00:00:00Z,1,Mannheim,Baden-Württemberg
2015-03-11T00:00:00Z,1,Düsseldorf,North Rhine-Westphalia
2015-03-11T00:00:00Z,1,Düsseldorf,North Rhine-Westphalia
2015-03-11T00:00:00Z,1,Marienberg,Bavaria
2015-03-11T00:00:00Z,1,Marienberg,Bavaria
2015-03-11T00:00:00Z,1,Marienberg,Bavaria
2015-03-11T00:00:00Z,1,Marienberg,Bavaria
2015-03-11T00:00:00Z,1,Marienberg,Bavaria
2015-03-11T00:00:00Z,1,Marienberg,Bavaria
2015-03-15T00:00:00Z,1,Hannover,Lower Saxony
2015-03-15T00:00:00Z,1,Hannover,Lower Saxony
2015-03-15T00:00:00Z,1,Mannheim,Baden-Württemberg
2015-03-16T00:00:00Z,2,Karlsruhe,Baden-Württemberg
2015-03-18T00:00:00Z,2,Mannheim,Baden-Württemberg
2015-03-18T00:00:00Z,1,Mannheim,Baden-Württemberg
2015-03-18T00:00:00Z,1,Mannheim,Baden-Württemberg
2015-03-18T00:00:00Z,1,Mannheim,Baden-Württemberg
2015-03-18T00:00:00Z,1,Mannheim,Baden-Württemberg
2015-03-18T00:00:00Z,2,Mannheim,Baden-Württemberg
2015-03-21T00:00:00Z,1,Essen,North Rhine-Westphalia
2015-03-22T00:00:00Z,3,Frankfurt,Hesse
2015-03-22T00:00:00Z,1,Frankfurt,Hesse
2015-03-22T00:00:00Z,1,Frankfurt,Hesse
2015-03-22T00:00:00Z,1,Frankfurt,Hesse
2015-03-22T00:00:00Z,1,Frankfurt,Hesse
2015-03-22T00:00:00Z,2,Frankfurt,Hesse
2015-03-22T00:00:00Z,1,Frankfurt,Hesse
2015-03-22T00:00:00Z,1,Frankfurt,Hesse
2015-03-22T00:00:00Z,2,Frankfurt,Hesse
2015-03-22T00:00:00Z,1,Frankfurt,Hesse
2015-03-22T00:00:00Z,1,Frankfurt,Hesse
2015-03-22T00:00:00Z,1,Braunschweig,Lower Saxony
2015-03-22T00:00:00Z,7,Braunschweig,Lower Saxony
2015-03-22T00:00:00Z,1,Braunschweig,Lower Saxony
2015-03-22T00:00:00Z,1,Braunschweig,Lower Saxony
2015-03-22T00:00:00Z,2,Braunschweig,Lower Saxony
2015-03-22T00:00:00Z,1,Braunschweig,Lower Saxony
2015-03-22T00:00:00Z,1,Braunschweig,Lower Saxony
2015-03-22T00:00:00Z,1,Braunschweig,Lower Saxony
2015-03-22T00:00:00Z,1,Braunschweig,Lower Saxony
2015-03-22T00:00:00Z,4,Braunschweig,Lower Saxony
2015-03-22T00:00:00Z,1,Braunschweig,Lower Saxony
2015-03-22T00:00:00Z,3,Braunschweig,Lower Saxony
2015-03-22T00:00:00Z,1,Braunschweig,Lower Saxony
2015-03-22T00:00:00Z,2,Braunschweig,Lower Saxony
2015-03-22T00:00:00Z,1,Braunschweig,Lower Saxony
